brand,name,model-name,image-src,price,sale,rate,no-reviews,display-size,ram,HDD,processor,graphics-card,link-href,operating-system,SSD,rate-weight,site
HP,HP Pavilion x360 14-ek0012ne Intel® Core™ i3-1215U - 8GB - 256GB - Intel UHD Graphics - 14” FHD - Win 11 - Silver,HP Pavilion x360 14-ek0012ne Intel® Core™ i3-1215U - 8GB - 256GB - Intel UHD Graphics - 14” FHD - Win 11 - Silver,https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/h/p/hp-pavilion-x360-14-ek0012ne-_1.jpg,25499.0,11.77,0.0,0.0,14 inches,8 GP,256GB,intel Core i3,Internal Intel card,https://dream2000.com/en/hp-pavilion-x360-14-ek0012ne-intelr-coretm-i3-1215u-8gb-256gb-intel-uhd-graphics-14-fhd-win-11-silver.html,Windows,NONE,0.0,dream2000
HP,"HP Pavilion x360 - 14-ek0011ne Intel® Core™ i5-1235U - 16GB - 512GB - Intel Iris Xe - 14"" FHD - Win11 - Silver","HP Pavilion x360 - 14-ek0011ne Intel® Core™ i5-1235U - 16GB - 512GB - Intel Iris Xe - 14"" FHD - Win11 - Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/h/p/hp-pavilion-x360---14-ek0011ne-0000.jpg,30999.0,11.68,0.0,0.0,14 inches,8 GP,512GB,intel Core i5,Internal Intel card,https://dream2000.com/en/hp-pavilion-x360-14-ek0011ne-intelr-coretm-i5-1235u-16gb-512gb-intel-iris-xe-14-fhd-win11-silver.html,Windows,NONE,0.0,dream2000
HP,"HP Pavilion x360 -14-ek0010ne Intel® Core™ i7-1255U - 16GB - 512GB - Intel Iris Xe – 14"" FHD IPS - Win 11 - Silver","HP Pavilion x360 -14-ek0010ne Intel® Core™ i7-1255U - 16GB - 512GB - Intel Iris Xe – 14"" FHD IPS - Win 11 - Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/h/p/hp-pavilion-14-dv2007ne-_1.jpg,39999.0,11.5,0.0,0.0,14 inches,16 GP,512GB,intel Core i5,Internal Intel card,https://dream2000.com/en/hp-pavilion-x360-14-ek0010ne-intelr-coretm-i7-1255u-16gb-512gb-intel-iris-xe-14-fhd-ips-win-11-silver.html,Windows,NONE,0.0,dream2000
HP,"HP Pavilion 14-dv2007ne Intel® Core™ i5-1235U - 8GB - 512 GB - Nvidia GeForce MX550 2GB - 14.0"" FHD - Win 11 - Silver","HP Pavilion 14-dv2007ne Intel® Core™ i5-1235U - 8GB - 512 GB - Nvidia GeForce MX550 2GB - 14.0"" FHD - Win 11 - Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/h/p/hp-pavilion-14-dv2007ne-.jpg,36499.0,11.41,0.0,0.0,14 inches,8 GP,512GB,intel Core i5,NVIDIA® GeForce MX,https://dream2000.com/en/hp-pavilion-14-dv2007ne-intelr-coretm-i5-1235u-8gb-512-gb-nvidia-geforce-mx550-2gb-14-0-fhd-win-11-silver.html,Windows,NONE,0.0,dream2000
HP,HP Pavilion 14-dv2006ne Intel® Core™ i7-1255U -16GB - 512GB - Nvidia GeForce MX550 2GB - 14.0” FHD - Win 11 - Silver,HP Pavilion 14-dv2006ne Intel® Core™ i7-1255U -16GB - 512GB - Nvidia GeForce MX550 2GB - 14.0” FHD - Win 11 - Silver,https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/h/p/hp-14-dv2006ne--000.jpg,43999.0,11.47,0.0,0.0,14 inches,16 GP,512GB,intel Core i7,NVIDIA® GeForce MX,https://dream2000.com/en/hp-pavilion-14-dv2006ne-intelr-coretm-i7-1255u-16gb-512gb-nvidia-geforce-mx550-2gb-14-0-fhd-win-11-silver.html,Windows,NONE,0.0,dream2000
Asus,"Asus Vivobook  K3605VC- OLED009W Intel® Core™ i9-13900H - 16GB - 512GB  SSD - NVIDIA® Geforce RTX™ 3050 -16.1"" OLED - Win11- Silver","Asus Vivobook  K3605VC- OLED009W Intel® Core™ i9-13900H - 16GB - 512GB  SSD - NVIDIA® Geforce RTX™ 3050 -16.1"" OLED - Win11- Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-vivobook-k3605vc-oled-009w-0000.jpg,52999.0,11.67,0.0,0.0,16.1 inches,16 GP,512GB,NONE,NVIDIA® GeForce RTX,https://dream2000.com/en/asus-vivobook-k3605vc-oled009w-intelr-coretm-i9-13900h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-16-1-oled-win11-silver.html,Windows,NONE,0.0,dream2000
Asus,"Asus TUF FA507NU-LP045W AMD Ryzen™ 7-7735HS - 16GB - 512 GB SSD - NVIDIA® GeForce RTX™4050 -15.6"" FHD - Win11-Jaeger Gray","Asus TUF FA507NU-LP045W AMD Ryzen™ 7-7735HS - 16GB - 512 GB SSD - NVIDIA® GeForce RTX™4050 -15.6"" FHD - Win11-Jaeger Gray",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-amd-ryzen_-7-7735hs--fa507nu-lp045w-0000.jpg,51499.0,11.51,0.0,0.0,15.6 inches,16 GP,512GB,NONE,AMD Radeon™,https://dream2000.com/en/asus-tuf-fa507nu-lp045w-amd-ryzentm-7-7735hs-16gb-512-gb-ssd-nvidiar-geforce-rtxtm4050-15-6-fhd-win11-jaeger-gray.html,Windows,NONE,0.0,dream2000
Asus,"Asus Vivobook 15 X1504VA-NJ005W -Intel® Core™ i5-1335U - 8GB - 512GB SSD - intel® UHD Graphics -15.6"" FHD - Win11- Quiet Blue","Asus Vivobook 15 X1504VA-NJ005W -Intel® Core™ i5-1335U - 8GB - 512GB SSD - intel® UHD Graphics -15.6"" FHD - Win11- Quiet Blue",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-x1504va-nj005w-000000.jpg,26499.0,11.67,0.0,0.0,15.6 inches,8 GP,512GB,NONE,NONE,https://dream2000.com/en/asus-vivobook-15-x1504va-nj005w-intelr-coretm-i5-1335u-8gb-512gb-ssd-intelr-uhd-graphics-15-6-fhd-win11-quiet-blue.html,Windows,NONE,0.0,dream2000
Lenovo,Lenovo Yoga Slim 7 Pro AMD Ryzen™7 5800HS - 16GB - 1TB SSD - NVIDIA® GeForce® MX450 - 14″ 2.8K - Win 11 - Slate Grey,Lenovo Yoga Slim 7 Pro AMD Ryzen™7 5800HS - 16GB - 1TB SSD - NVIDIA® GeForce® MX450 - 14″ 2.8K - Win 11 - Slate Grey,https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/l/e/lenovo-yoga-slim-7-pro-amd-ryzen_7-5800hs--000_1.jpg,45210.0,11.53,0.0,0.0,NONE,16 GP,1TB,AMD,NVIDIA® GeForce MX,https://dream2000.com/en/lenovo-yoga-slim-7-pro-amd-ryzentm7-5800hs-16gb-1tb-ssd-nvidiar-geforcer-mx450-14-2-8k-win-11-slate-grey.html,Windows,NONE,0.0,dream2000
Dell,"Dell G15 5530 Intel® Core™i7-13650HX, 16GB Ram, 512GB SSD, RTX 3050, 15.6 inches FHD, Win 11 - Black","Dell G15 5530 Intel® Core™i7-13650HX, 16GB Ram, 512GB SSD, RTX 3050, 15.6 inches FHD, Win 11 - Black",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/d/e/dellhnx-1.jpg,50799.0,11.5,0.0,0.0,15.6 inches,16 GP,512GB,intel Core i7,NVIDIA® GeForce RTX,https://dream2000.com/en/dell-g15-5530-intel-core-i7-13650hx-16gb-ram-512gb-ssd-rtx-3050-15-6-inches-fhd-win-11-black.html,Windows,NONE,0.0,dream2000
Dell,"Dell Laptop Vostro 3520-E002 Intel® Core™  i5-1235U, 8GB Ram, 512GB SSD, MX550, 15.6 inches FHD - Black","Dell Laptop Vostro 3520-E002 Intel® Core™  i5-1235U, 8GB Ram, 512GB SSD, MX550, 15.6 inches FHD - Black",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/d/e/dell-laptop-i7-1255u---8g---512g-ssd---mx550---15.6-inch-fhd--vostro-3520-e003-black-1_2.jpg,25799.0,11.65,0.0,0.0,15.6 inches,8 GP,512GB,intel Core i5,NVIDIA® GeForce MX,https://dream2000.com/en/dell-laptop-vostro-3520-e002-intel-core-i5-1235u-8gb-ram-512gb-ssd-mx550-15-6-inches-fhd-black.html,NONE,NONE,0.0,dream2000
ASUS,"ASUS TP3402ZA-LZ007W - Intel® Core™ i7-12700H - 8GB - 512GB - 14"" Touch screen - Intel® UHD Graphics - Win11 - Silver","ASUS TP3402ZA-LZ007W - Intel® Core™ i7-12700H - 8GB - 512GB - 14"" Touch screen - Intel® UHD Graphics - Win11 - Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-tp3402za-lz007w-1.jpg,34999.0,11.39,0.0,0.0,14 inches,8 GP,512GB,NONE,Internal Intel card,https://dream2000.com/en/asus-tp3402za-lz007w-intelr-coretm-i7-12700h-8gb-512gb-14-touch-screen-intelr-uhd-graphics-win11-silver.html,Windows,NONE,0.0,dream2000
ASUS,"ASUS TP3402ZA-LZ005W - Intel® Core™ i5-12500H - 8GB - 512GB - 14"" Touch screen - Intel® UHD - Win11 - Silver","ASUS TP3402ZA-LZ005W - Intel® Core™ i5-12500H - 8GB - 512GB - 14"" Touch screen - Intel® UHD - Win11 - Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-tp3402za-lz005w.jpg,32799.0,11.59,0.0,0.0,14 inches,8 GP,512GB,NONE,Internal Intel card,https://dream2000.com/en/asus-tp3402za-lz005w-intelr-coretm-i5-12500h-8gb-512gb-14-touch-screen-intelr-uhd-win11-silver.html,Windows,NONE,0.0,dream2000
ASUS,"ASUS K3502ZA-OLED005W - Intel® Core™ i5-12500H - 16GB - 512GB SSD - 15.6"" FHD OLED - Intel® Iris Xe Graphics - Win11 - Green","ASUS K3502ZA-OLED005W - Intel® Core™ i5-12500H - 16GB - 512GB SSD - 15.6"" FHD OLED - Intel® Iris Xe Graphics - Win11 - Green",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-k3502za-oled005w--3.jpg,30999.0,11.43,0.0,0.0,15.6 inches,16 GP,512GB,NONE,Internal Intel card,https://dream2000.com/en/asus-k3502za-oled005w-intelr-coretm-i5-12500h-16gb-512gb-ssd-15-6-fhd-oled-intelr-iris-xe-graphics-win11-green.html,Windows,NONE,0.0,dream2000
ASUS,"ASUS GA402RJ-GRY07W - AMD Ryzen™ 7 6800HS - 16GB - 1TB SSD - AMD Radeon™ RX 6700S - 14"" QHD+ - Win11 - Gray","ASUS GA402RJ-GRY07W - AMD Ryzen™ 7 6800HS - 16GB - 1TB SSD - AMD Radeon™ RX 6700S - 14"" QHD+ - Win11 - Gray",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/g/r/gry07w--asus.jpg,51999.0,11.57,0.0,0.0,14 inches,16 GP,1TB,NONE,AMD Radeon™,https://dream2000.com/en/asus-ga402rj-gry07w-amd-ryzentm-7-6800hs-16gb-1tb-ssd-amd-radeontm-rx-6700s-14-qhd-win11-gray.html,Windows,NONE,0.0,dream2000
ASUS,"ASUS GA402RJ-WHT07W - AMD Ryzen™ 7 6800HS - 16GB - 1TB SSD - AMD Radeon™ RX 6700S - 14"" QHD+ - Win11 - White","ASUS GA402RJ-WHT07W - AMD Ryzen™ 7 6800HS - 16GB - 1TB SSD - AMD Radeon™ RX 6700S - 14"" QHD+ - Win11 - White",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/w/h/wht07wasus.jpg,51510.0,11.49,0.0,0.0,14 inches,16 GP,1TB,NONE,AMD Radeon™,https://dream2000.com/en/asus-ga402rj-wht07w-amd-ryzentm-7-6800hs-16gb-1tb-ssd-amd-radeontm-rx-6700s-14-qhd-win11-white.html,Windows,NONE,0.0,dream2000
ASUS,"ASUS GV301RE-LJ118W - AMD Ryzen-7 6800HS - 16GB - 512GB SSD - NVIDIA® GeForce RTX™ 3050 Ti - 13.4"" FHD+ - Win11 - Black","ASUS GV301RE-LJ118W - AMD Ryzen-7 6800HS - 16GB - 512GB SSD - NVIDIA® GeForce RTX™ 3050 Ti - 13.4"" FHD+ - Win11 - Black",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-gv301re-lj118w.jpg,51200.0,11.57,0.0,0.0,11.6 inches,16 GP,512GB,NONE,NVIDIA® GeForce RTX,https://dream2000.com/en/asus-gv301re-lj118w-amd-ryzen-7-6800hs-16gb-512-ssd-nvidiar-geforce-rtxtm-3050-ti-13-4-fhd-win11-black.html,Windows,NONE,0.0,dream2000
Acer,"Acer Aspire A515-45G-R1RE - AMD Ryzen 5 5500U - 8GB - 512GB SSD - AMD Radeon RX640 2GB - 15.6"" FHD - Silver","Acer Aspire A515-45G-R1RE - AMD Ryzen 5 5500U - 8GB - 512GB SSD - AMD Radeon RX640 2GB - 15.6"" FHD - Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/c/acer-a515-45g-r1re.jpg,18130.0,11.56,0.0,0.0,15.6 inches,8 GP,512GB,AMD,AMD Radeon™,https://dream2000.com/en/acer-aspire-a515-45g-r1re-amd-ryzen-5-5500u-8gb-512gb-ssd-amd-radeon-rx640-2gb-15-6-fhd-silver.html,NONE,NONE,0.0,dream2000
HP,"HP 250 G7 Notebook PC , Intel® Core™ i3-1005G1, 4GB , 1TB HDD, Intel UHD Graphics, 15.6"" HD - Win10 - Gray","HP 250 G7 Notebook PC , Intel® Core™ i3-1005G1, 4GB , 1TB HDD, Intel UHD Graphics, 15.6"" HD - Win10 - Gray",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/h/p/hp-250-g7-notebook-pc--.jpg,12500.0,11.97,0.0,0.0,15.6 inches,4 GP,1TB,intel Core i3,Internal Intel card,https://dream2000.com/en/hp-250-g7-notebook-pc-intelr-coretm-i3-1005g1-4gb-1tb-hdd-intel-uhd-graphics-15-6-hd.html,Windows,NONE,0.0,dream2000
Asus,"Asus ROG Strix SCAR 17 G733ZW-KH096W Intel® Core™ i9-12900H, 32GB Ram, 1TB SSD, RTX 3070 Ti, 17.3"" FHD, Win 11","Asus ROG Strix SCAR 17 G733ZW-KH096W Intel® Core™ i9-12900H, 32GB Ram, 1TB SSD, RTX 3070 Ti, 17.3"" FHD, Win 11",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/2/-/2-2_1_1.jpg,102000.0,11.54,0.0,0.0,NONE,32 GP,1TB,NONE,NVIDIA® GeForce RTX,https://dream2000.com/en/asus-rog-strix-scar-17-g733zw-kh096w-intel-core-i9-12900h-32gb-ram-1tb-ssd-rtx-3070-ti-17-3-inches-fhd-win-11.html,Windows,NONE,0.0,dream2000
Asus,"Asus UX482EGR-HY007W Intel® Core™ i7-1195G7, 16GB Ram, 1TB SSD, NVIDIA® GeForce® MX450, 14.0"" FHD, Win 11- Blue","Asus UX482EGR-HY007W Intel® Core™ i7-1195G7, 16GB Ram, 1TB SSD, NVIDIA® GeForce® MX450, 14.0"" FHD, Win 11- Blue",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-515-1.jpg,45199.0,11.37,0.0,0.0,14 inches,16 GP,1TB,NONE,NVIDIA® GeForce MX,https://dream2000.com/en/asus-ux482egr-hy007w-intel-core-i7-1195g7-16gb-ram-1tb-ssd-mx-450-14-inches-fhd-win-11-blue.html,Windows,NONE,0.0,dream2000
Lenovo,"Lenovo Legion 5 -82NW004JED Ryzen 7-5800H, 16GB Ram, 1TB SSD, AMD Radeon™ RX 6600M, 15.6"" FHD - Stingray","Lenovo Legion 5 -82NW004JED Ryzen 7-5800H, 16GB Ram, 1TB SSD, AMD Radeon™ RX 6600M, 15.6"" FHD - Stingray",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/s/t/stingray---legion-5-82nw004jed-1.jpg,47499.0,11.55,0.0,0.0,15.6 inches,16 GP,1TB,AMD,AMD Radeon™,https://dream2000.com/en/lenovo-legion-5-82nw004jed-ryzen-7-5800h-16gb-ram-1tb-ssd-rx-6600m-15-6-inches-fhd-stingray.html,NONE,NONE,0.0,dream2000
Asus,"Asus FX507ZV4-LP007W Intel® Core™ i7-12700H, 16GB Ram, 512GB SSD, NVIDIA® GeForce RTX™ 4060, 15.6"" FHD, Win 11 - Jaeger Gray","Asus FX507ZV4-LP007W Intel® Core™ i7-12700H, 16GB Ram, 512GB SSD, NVIDIA® GeForce RTX™ 4060, 15.6"" FHD, Win 11 - Jaeger Gray",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/s/u/sus-laptop-i7-12700h--16g---512-ssd--rtx-1.jpg,58999.0,11.55,0.0,0.0,15.6 inches,16 GP,512GB,NONE,NVIDIA® GeForce RTX,https://dream2000.com/en/asus-fx507zv4-lp007w-intel-core-i7-12700h-16gb-ram-512gb-ssd-rtx-4060-15-6-inches-fhd-win-11-jaeger-gray.html,Windows,NONE,0.0,dream2000
Asus,"Asus FX507ZU4-LP007W Intel® Core™ i7-12700H, 16GB Ram, 512GB SSD, NVIDIA® GeForce RTX™ 4050 , 15.6"" FHD, Win 11 - Jaeger Gray","Asus FX507ZU4-LP007W Intel® Core™ i7-12700H, 16GB Ram, 512GB SSD, NVIDIA® GeForce RTX™ 4050 , 15.6"" FHD, Win 11 - Jaeger Gray",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-laptop-i7-12700h--16g---512-ssd--rtx-4050-1.jpg,54299.0,11.57,0.0,0.0,15.6 inches,16 GP,512GB,NONE,NVIDIA® GeForce RTX,https://dream2000.com/en/asus-fx507zu4-lp007w-intel-core-i7-12700h-16gb-ram-512gb-ssd-rtx-4050-15-6-inches-fhd-win-11-jaeger-gray.html,Windows,NONE,0.0,dream2000
Asus,"Asus X1605VA-MB007W Intel® Core™ i7-13700H, 8GB Ram, 512GB SSD, Intel UHD Graphics, 16.0"" WUXGA, Win 11 - Indie Black","Asus X1605VA-MB007W Intel® Core™ i7-13700H, 8GB Ram, 512GB SSD, Intel UHD Graphics, 16.0"" WUXGA, Win 11 - Indie Black",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-laptop-i7-13700h--8g---512-ssd--uhd-16---1.jpg,32999.0,11.53,0.0,0.0,16 inches,8 GP,512GB,NONE,Internal Intel card,https://dream2000.com/en/asus-x1605va-mb007w-intel-core-i7-13700h-8gb-ram-512gb-ssd-intel-uhd-graphics-16-inches-wuxga-win-11-indie-black.html,Windows,NONE,0.0,dream2000
Asus,"Asus X1605VA-MB005WIntel® Core™ i5-13500H, 8GB Ram, 512GB SSD, Intel UHD Graphics, 16.0"" WUXGA, Win 11 - Indie Black","Asus X1605VA-MB005WIntel® Core™ i5-13500H, 8GB Ram, 512GB SSD, Intel UHD Graphics, 16.0"" WUXGA, Win 11 - Indie Black",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-laptop-i5-13700h--8g---512-ssd-1.jpg,28199.0,11.6,0.0,0.0,16 inches,8 GP,512GB,NONE,Internal Intel card,https://dream2000.com/en/asus-x1605va-mb005w-intel-core-i5-13700h-8gb-ram-512gb-ssd-intel-uhd-graphics-16-inches-win-11-indie-black.html,Windows,NONE,0.0,dream2000
Asus,"Asus E1504FA-OLED005W Ryzen 5-7520U, 8GB Ram, 512GB SSD, AMD Radeon Graphics, 15.6"" FHD, Win 11 - Green Grey","Asus E1504FA-OLED005W Ryzen 5-7520U, 8GB Ram, 512GB SSD, AMD Radeon Graphics, 15.6"" FHD, Win 11 - Green Grey",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-laptop-ryzen-5-7520u--8g---512-ssd-1.jpg,27199.0,11.69,0.0,0.0,15.6 inches,8 GP,512GB,NONE,AMD Radeon™,https://dream2000.com/en/asus-e1504fa-oled005w-ryzen-5-7520u-8gb-ram-512gb-ssd-amd-radeon-graphics-15-6-inches-fhd-win-11-green-grey.html,Windows,NONE,0.0,dream2000
Asus,"Asus FX507ZC4-HN002W Intel® Core™ i7-12700H, 16GB Ram, 512GB SSD, NVIDIA® GeForce RTX™ 3050, 15.6"" FHD, Win 11 - Mecha Gray","Asus FX507ZC4-HN002W Intel® Core™ i7-12700H, 16GB Ram, 512GB SSD, NVIDIA® GeForce RTX™ 3050, 15.6"" FHD, Win 11 - Mecha Gray",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-laptop-i7-12700h--16g---512-ssd--rtx--1.jpg,46299.0,11.47,0.0,0.0,15.6 inches,16 GP,512GB,NONE,NVIDIA® GeForce RTX,https://dream2000.com/en/asus-fx507zc4-hn002w-intel-core-i7-12700h-16gb-ram-512gb-ssd-rtx-3050-15-6-inches-fhd-win-11-mecha-gray.html,Windows,NONE,0.0,dream2000
Asus,"Asus G513RM-NP007W Ryzen 7-6800H, 16GB Ram, 1TB SSD, RTX 3060, 15.6 inches WQHD, Win 11 - Eclipse Gray","Asus G513RM-NP007W Ryzen 7-6800H, 16GB Ram, 1TB SSD, RTX 3060, 15.6 inches WQHD, Win 11 - Eclipse Gray",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-laptop-ryzen-7--6800h--16g-1.jpg,53570.0,11.45,0.0,0.0,15.6 inches,16 GP,1TB,NONE,NVIDIA® GeForce RTX,https://dream2000.com/en/asus-g513rm-np007w-ryzen-7-6800h-16gb-ram-1tb-ssd-rtx-3060-15-6-inches-wqhd-win-11-eclipse-gray.html,Windows,NONE,0.0,dream2000
Asus,"Asus GV301RA-LI064W Ryzen 7-6800HS, 16GB Ram, 512GB SSD, Radeon Graphics, 13.4 inches UHD, Win 10 - Off Black","Asus GV301RA-LI064W Ryzen 7-6800HS, 16GB Ram, 512GB SSD, Radeon Graphics, 13.4 inches UHD, Win 10 - Off Black",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-laptop-ryzen-7--6800hs--16g---512ssd-1.jpg,50700.0,11.52,0.0,0.0,NONE,16 GP,512GB,NONE,AMD Radeon™,https://dream2000.com/en/asus-gv301ra-li064w-ryzen-7-6800hs-16gb-ram-512gb-ssd-radeon-graphics-13-4-inches-uhd-win-10-off-black.html,Windows,NONE,0.0,dream2000
Hp,"Hp Pro Book 450 G9 intel® Core™ i5-1235U, 8GB Ram, 512GB, MX570, 15.6""HD - Silver","Hp Pro Book 450 G9 intel® Core™ i5-1235U, 8GB Ram, 512GB, MX570, 15.6""HD - Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/h/p/hp-laptop-i5--1235u---8g---512gb---mx570--15.6-inch-hd-probook-450-g9-1.jpg,33400.0,11.41,0.0,0.0,15.6 inches,NONE,512GB,intel Core i5,NVIDIA® GeForce MX,https://dream2000.com/en/hp-pro-book-450-g9-intel-core-i5-1235u-8gb-ram-512gb-mx570-15-6-inches-hd.html,NONE,NONE,0.0,dream2000
Acer,"Acer A515-45G-R1KS Amd Ryzen 7-5700U, 8GB Ram, 512GB SSD, AMD Radeon RX640,1 5.6"" FHD - Pure Silver","Acer A515-45G-R1KS Amd Ryzen 7-5700U, 8GB Ram, 512GB SSD, AMD Radeon RX640,1 5.6"" FHD - Pure Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/c/acer---amd-ryzen-7--5700u--8gb--512-ssd-15.6-fhd-pure-silver-a515-45g-r1ks-1.jpg,20799.0,11.49,0.0,0.0,15.6 inches,8 GP,512GB,AMD,AMD Radeon™,https://dream2000.com/en/acer-a515-45g-r1ks-amd-ryzen-7-5700u-8gb-ram-512gb-ssd-15-6-inches-fhd-pure-silver.html,NONE,NONE,0.0,dream2000
Lenovo,"Lenovo IdeaPad 1 15IAU7 - 82QD008MED Intel® Core™ i3-1215U, 4GB Ram, 256GB SSD - UHD Graphics, 15.6"" HD, Win 11 - Cloud Grey","Lenovo IdeaPad 1 15IAU7 - 82QD008MED Intel® Core™ i3-1215U, 4GB Ram, 256GB SSD - UHD Graphics, 15.6"" HD, Win 11 - Cloud Grey",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/l/e/lenovo-laptop-i5-1235u-8g---512gb-ssd--1_1.jpg,16199.0,11.48,0.0,0.0,15.6 inches,4 GP,256GB,intel Core i3,Internal Intel card,https://dream2000.com/en/lenovo-ideapad-1-15iau7-82qd008med-intel-core-i3-1215u-4gb-ram-256gb-ssd-uhd-graphics-15-6-inches-hd-win-11-cloud-grey.html,Windows,NONE,0.0,dream2000
Lenovo,"Lenovo Flex 5 14IAU7 - 82R70055ED Intel® Core™ i7-1255U, 8GB Ram, 512GB SSD, Iris Xe ,14"" WUXGA, Win 11 - Storm Grey","Lenovo Flex 5 14IAU7 - 82R70055ED Intel® Core™ i7-1255U, 8GB Ram, 512GB SSD, Iris Xe ,14"" WUXGA, Win 11 - Storm Grey",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/l/e/lenovo-laptop-i7-1255u--8gb---512gb-ssd--iris-xe-14--1.jpg,33000.0,11.53,0.0,0.0,14 inches,8 GP,512GB,intel Core i7,Internal Intel card,https://dream2000.com/en/lenovo-flex-5-14iau7-82r70055ed-intel-core-i7-1255u-8gb-ram-512gb-ssd-iris-xe-14-inches-wuxga-win-11-storm-grey.html,Windows,NONE,0.0,dream2000
Lenovo,"Lenovo Flex 5 14ALC05-82HU00LMED Ryzen-7-5700U, 8GB Ram, 512GB SSD, AMD Radeon ,14"" FHD - Abyss Blue","Lenovo Flex 5 14ALC05-82HU00LMED Ryzen-7-5700U, 8GB Ram, 512GB SSD, AMD Radeon ,14"" FHD - Abyss Blue",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/1/1/1111-222-lenovo.jpg,28999.0,11.59,0.0,0.0,14 inches,8 GP,512GB,AMD,AMD Radeon™,https://dream2000.com/en/lenovo-flex-5-14alc05-82hu00lmed-ryzen-7-5700u-8gb-ram-512gb-ssd-amd-radeon-14-inches-fhd-abyss-blue.html,NONE,NONE,0.0,dream2000
Asus,"Asus X515 X1500EP-EJ005W Intel® Core™ i5-1135G7, 8GB Ram, 512GB SSD, NVIDIA® GeForce® MX330, 15.6"" FHD, Win 11 - Silver","Asus X515 X1500EP-EJ005W Intel® Core™ i5-1135G7, 8GB Ram, 512GB SSD, NVIDIA® GeForce® MX330, 15.6"" FHD, Win 11 - Silver",https://dream2000.com/media/catalog/product/cache/df0fd26a5939738811f1a7c10cac02a5/a/s/asus-laptop-i5-1135g7--8g--512-ssd--mx330-15.6-fhd--win11---silver-x1500ep-ej005w-1.jpg,25699.0,11.38,0.0,0.0,15.6 inches,8 GP,512GB,NONE,NVIDIA® GeForce MX,https://dream2000.com/en/asus-x515-x1500ep-ej005w-intel-core-i5-1135g7-8gb-ram-512gb-ssd-mx330-15-6-inches-fhd-win-11-silver.html,Windows,NONE,0.0,dream2000
